Az új OBH elnök a 444-nek: 1996 óta vagyok bíró, semmiféle politikai befolyást én nem észleltem;erdelyip;igazságszolgáltatás
Félmilliós karácsonyi jutalom, 639 ezres bruttó átlagfizetés a TEK-nél;erdelyip;gazdaság
Spiegel: Orbán bajban van, új ellenségeket keres;erdelyip;POLITIKA
Nyálkás, ködös, gusztustalan idő lesz;erdelyip;időjárás
"""Migráns hátterű"" babákról szóló cikkel pörgeti a rasszista hisztériát a Magyar Hírlap";erdelyip;rasszizmus
2019 és az évtized nagyon jó sorozatai;erdelyip;Sorozat
Nyílt rasszizmusból hajtogatott adventi naptárral kedveskedik olvasóinak Bayer Zsolt;erdelyip;rasszizmus
Tovább hergelik a magyar választókat a finn politikusok :(;erdelyip;POLITIKA
Itt van néhány kép a finn kormánykoalíciót alkotó pártok vezetőiről és a 34 éves új miniszterelnökről;erdelyip;POLITIKA
A Facebook a 444-nek a GVH bírságról: Világosan kell elmagyaráznunk az embereknek, hogyan működik a szolgáltatásunk;erdelyip;jog
A kormány most fontos ügyben engedett, de ettől még aligha adta fel a bíróságokért folytatott harcot;erdelyip;jog
„Elolvastam, ahogy hálálkodnak, és szégyelltem magam magyar bíróként.”;erdelyip;jog
A magyar származású Claire Szabó lett a kormányzó szociáldemokrata párt elnöke Új-Zélandon;erdelyip;Külföld
"A bíróságok függetlenségének letörésében csak most fognak ""rálépni a gázra""";erdelyip;POLITIKA
„Irigy voltam a berliniek boldogságára, mert 1989 nekünk a katasztrófa előestéje volt”;Botos Tamás;video
Szerinted milyen az ideális nő / férfi alakja?;erdelyip;teszt
Our testimony about the state of the Hungarian media before the LIBE committee of the European Parliament;erdelyip;Média
Az Európai Parlament alapjogi bizottságában mondtuk el, mi a helyzet a magyar médiával;erdelyip;Média
Magyaroknak üzen a harcoló kurd nők Facebook oldala Erdogan török elnök budapesti látogatása miatt;erdelyip;POLITIKA
Handó Tündét jelöli alkotmánybírónak a Fidesz;erdelyip;POLITIKA
Bayer Zsolt és Kocsis Máté arról beszélgetnek a televízióban, hogy most már lassan indokolt lenne a fizikai erőszak az ellenzéki képviselőkkel szemben;erdelyip;POLITIKA
Nem adja vissza a mandátumát a droggal a kezében lefilmezett, korrupciós ügyekről beszélő kispesti MSZP-s képviselő;erdelyip;bűnügy
Az amerikai valamint az izraeli követség, és befolyásos amerikai politikusok is elítélték az Auróra elleni náci akciót;erdelyip;bűnügy
A legsúlyosabb londoni ügyvédekkel próbálnak nyomást gyakorolni a Magyarországról kritikusan író nemzetközi lapokra;erdelyip;Média
Nyílt antiszemitizmussal jelentkezik Bayer Zsolt blogja;erdelyip;Média
Az Index Facebook oldalán osztja egymást Tibi atya és a Mol, a véres összecsapásban oligarcházást és mémeket is bevetettek;erdelyip;INTERNET
Egyre több külföldi politikus másolná le, amit Orbán Viktor a magyar médiában létrehozott;erdelyip;Média
A Nézőpont Intézet legpontosabb közvélemény-kutatásainak rövid története;erdelyip;TUDOMÁNY
Bírósági karaokebulikon kapott szárnyra, és alkotmánybírósági kényszerpályán érhet véget Handó Tünde karrierje;erdelyip;-
Újkori feudalizmus: országszerte étellel és adományokkal tömik a választóikat a politikusok;erdelyip;POLITIKA
Szél Bernadett pert indít a budakeszi önkormányzat ellen a helyi politikusok vagyonnyilatkozataiért;erdelyip;POLITIKA
Győri KDNP: A jót erősítjük, ami javításra szorul azt kijavítjuk, de tőrbe csalni nem hagyjuk magunkat;erdelyip;POLITIKA
Pornóoldalra írt kommentben azonosították a győri polgármester buliján résztvevő nőket, egyikük uniós pénzt kapott, és a TV2-ben is szerepelt;erdelyip;POLITIKA
Oroszország átírná az országhatárokat is, ha nem lépnének fel ellene;erdelyip;POLITIKA
Kunigunda utcai csata: megnyerték a pert az ellenzéki képviselők az MTVA ellen;erdelyip;jog
Gulyás Gergely csütörtökön azt mondta, néhány tucat aktivistán kívül senkit sem érdekel a klímasztrájk -> Így nézett ez ki pénteken a belvárosban;erdelyip;POLITIKA
Az esélyegyenlőség miatt osztogatták Vajna Tímea fánkját az önkormányzati rendezvényén, az alpolgármester szerint az ellenzéki politikusok, sőt az ő gyerekei is ettek belőle;erdelyip;nem kampány
Tüntetés lesz az új ombudsman első munkanapján;erdelyip;POLITIKA
A Facebook lesz a nyugati típusú demokrácia vége, ha nem szabályozzuk gyorsan;erdelyip;POLITIKA
Handó Tünde elindította a nemzeti konzultáció bírósági megfelelőjét;erdelyip;jog
A 2019-es önkormányzati kampányra érett be a 2013-as „Ne zavarj, épp lopok” törvény;erdelyip;POLITIKA
"Amerikában regisztrált címről működik az online ""Kubatov-lista""";erdelyip;POLITIKA
Hogyan működik a jogállam, amikor egy részének pont azt a feladatot szabta a politika, hogy játssza ki a szabályokat?;erdelyip;jog
Minden, amit 326 európai dzsihádistáról ma tudni lehet;erdelyip;Terrorizmus
"A Belügyminisztérium kitette a tranzitzóna bejáratára, hogy uniós támogatásból fejlesztik; a 175 ott lévő ember közül 99 gyerek";erdelyip;POLITIKA
Van-e a 444 olvasóinak kedvenc sztárja?;erdelyip;kvíz
Handó szerint „nyilvánvaló”, hogy nem kell felmenteni a bírótársait törvénytelenül listázó törvényszéki elnököt, akit néhány hónapja ő nevezett ki;erdelyip;jog
Személyes adataik kiszivárogtatásával 51 bíróra próbáltak nyomást gyakorolni a Budapest Környéki Törvényszéken;erdelyip;jog
Úgy lángol az amazonasi őserdő, hogy a füst még a 3000 kilométerre lévő Sao Paulo városában is elsötétíti a napot;erdelyip;környezetvédelem
Az amerikai törvényhozás kulcsfigurái álltak ki a budapesti Auróra mellett, és a civil szerveztek kormányzati vegzálása ellen;erdelyip;POLITIKA
Több mint 100 ezer tojótyúkot vágnak le Kerekegyházán madárinfluenza miatt;Fődi Kitti;ÁLLAT
Férfinak adta ki magát egy zalai asszony, hogy a barátnőjétől meztelen képekkel zsaroljon ki pénzt;Fődi Kitti;bűnügy
A koronavírus nem segített a lakáspiacon, az egész unióban jelentős drágultak a lakások;Fődi Kitti;gazdaság
Egy brit nő 160 kilométert vezetett, hogy ehessen a Mekiben egy hambit;Fődi Kitti;étel
216 darab lőszert találtak egy szügyi férfi házában;Fődi Kitti;bűnügy
11 embert tartóztattak le Hongkongban, amiért aktivistáknak segítettek hajóval Tajvanra szökni;Fődi Kitti;Külföld
Cápatámadás volt egy ausztrál folyóban;Fődi Kitti;ÁLLAT
Nem lehetett ott Chuck Norris a Capitolium előtti tüntetésen, mert ő ennél sokkal jóképűbb;Fődi Kitti;sztár
Gyorshajtás miatt függesztenék fel Járóka Lívia mentelmi jogát;Fődi Kitti;POLITIKA
Erdősítésre kapott uniós támogatást Tiborcz István;Fődi Kitti;gazdaság
Letiltott a Facebook egy dél-koreai chatbotot, mert kiderült, hogy durván homofób;Fődi Kitti;TECH
A Twitter tulajdonosa nem ünnepli Trump kitiltását;Fődi Kitti;Média
Schobert Norbi magánnyomozókat fogadott, hogy leszámoljon a családját ócsárló követőivel;Fődi Kitti;bosszú
Hózápor, mennydörgés és szélvihar is lesz csütörtökön;Fődi Kitti;időjárás
Portugáliában egy hónapos, országos karantént vezettek be;Fődi Kitti;járvány
Kanada fontolgatja, hogy feltegye a terrorszervezetek listájára a Proud Boyst;Fődi Kitti;Külföld
Írországban a karácsonyt okolják a rossz járványhelyzet miatt;Fődi Kitti;járvány
„Nincs az az isten, aki megmondhatja egy embernek, hogy ki számít családnak”;Halász Júlia;video
Csak március 1-től ellenőrzik a hatóságok a hálapénz-tilalmat;Fődi Kitti;Egészségügy
Brexit: tényleg elkobozzák a szendvicseket az uniós határátkelőkön;Fődi Kitti;Külföld
Meteorit csapódott be Norvégiában;Fődi Kitti;űr
A spanyol rendőrség 800 ezer ecstasyt foglalt le az elmúlt 20 év legnagyobb fogásában;Fődi Kitti;drog
Ferenc pápa szabályokban rögzítette, hogy milyen egyházi feladatokat láthatnak el a nők;Fődi Kitti;vallás
Egyre növekszik a járvány-gócpont Kínában;Fődi Kitti;járvány
Felvilágosító kampány indult Ausztriában a védőoltásról;Fődi Kitti;Külföld
A Facebook kormánytagok fiókjait távolította el Ugandában;Fődi Kitti;Külföld
Várkonyi Andrea Mészáros Lőrinchez és Vida Józsefhez köthető villába jegyezte be a médiacégét;Fődi Kitti;Média
Az embernél is nagyobbak voltak a bébi óriásfogú őscápák;Fődi Kitti;ÁLLAT
Márciusig beoltanak minden 16 évesnél idősebbet Izraelben;Fődi Kitti;Külföld
Lemondott az amerikai közlekedési miniszter;Fődi Kitti;POLITIKA
Izlandi kutatók szerint az egypetéjű ikrek nem azonosak genetikailag;Fődi Kitti;TUDOMÁNY
A brazilok szerint hatásos a kínai Sinovac-vakcina;Fődi Kitti;járvány
Az új vírusvariáns két gócpontját azonosítottak Franciaországban;Fődi Kitti;járvány
Első világháborús szerelmeslevelek kerültek vissza a címzett családjához;Fődi Kitti;ÉLET
68 embert tartóztattak le a rendőrök a Capitoliumnál;Fődi Kitti;Külföld
Akkora verekedés volt a ghánai parlamentben, hogy a hadseregnek kellett szétszednie a képviselőket;Fődi Kitti;Külföld
Ötvenedik születésnapja után öt nappal lett öngyilkos Stella Tennant, modell;Fődi Kitti;DIVAT
Több önkormányzatnál is megvágta a kormány az egészségügyi fejlesztésekre beígért pénzt;Fődi Kitti;Egészségügy
Zuckerberg két héttel meghosszabbította Trump letiltását;Fődi Kitti;Média
Egy lettországi kórházban is megtalálták az új vírusvariánst;Fődi Kitti;járvány
Az Origó megint felállított egy alternatív valóságot, ezúttal a Capitolium megtámadásáról;Fődi Kitti;Média
Joe Biden megnevezte, kit jelölne az igazságügyi miniszteri posztra;Fődi Kitti;POLITIKA
Alapítványi fenntartásba kerülhet a szegedi és a debreceni egyetem;Fődi Kitti;OKTATÁS
Az Iced Earth frontembere is részt vett a Capitolium ostromában;Fődi Kitti;Külföld
A Főügyészség indítványozta a nő letartóztatását, aki antidepresszánssal próbálta megölni hároméves gyerekét;Fődi Kitti;bűnügy
A debreceni Szülészeti Klinika felfüggeszti az orvosfogadást, amíg nem tisztázódik a hálapénz kérdése;Fődi Kitti;Egészségügy
Lukasenka azt üzeni, hogy őt bizony csak választások útján lehet leváltani;Fődi Kitti;Külföld
Megegyeztek a csillagászok: 14 milliárd éves az univerzum;Fődi Kitti;TUDOMÁNY
Operatív törzs: újra fogadunk utasokat az Egyesült Királyságból;Fődi Kitti;járvány
„Ha kémiából tennének fel olyan áltudományos kérdéseket, mint a 11.-es nyelvtankönyvben a férfi-női kommunikációról, az világbotrány lenne”;Fődi Kitti;OKTATÁS
Korrupció miatt vádat emeltek a NAV egyik volt vezetője ellen;Fődi Kitti;bűnügy
Franciaországban kiterjesztik és felgyorsítják az oltókampányt;Fődi Kitti;Külföld
KSH: Háromezerrel csökkent a főállású pedagógusok száma az előző tanévhez képest;Fődi Kitti;OKTATÁS
Egy felfújható karácsonyfa-jelmez miatt fertőződött meg 40 ember egy kaliforniai kórházban;Fődi Kitti;Külföld
Mégsem halt meg a James Bond filmek sztárja, csak intenzív osztályon fekszik;Fődi Kitti;sztár
A wisconsini gyógyszerész azért tette tönkre a vakcinákat, mert azt hitte, megváltoztatják a DNS-t;Fődi Kitti;Külföld
Merkely szerint az orvoskollégái 100 százaléka jelentkezett a vakcinára;Fődi Kitti;járvány
Szájer József visszaadta a diplomata-útlevelét;Fődi Kitti;botrány
Letartóztatták a neofasiszta Proud Boys vezetőjét, miután egy washingtoni tüntetésen elégetett egy Black Lives Matter zászlót;Fődi Kitti;Külföld
Mexikóban is engedélyezték az Oxford/AstraZeneca-vakcinát;Fődi Kitti;járvány
KSH: Októberhez képest novemberben picit csökkent a munkanélküliek száma;Fődi Kitti;gazdaság
Tíz ember tűnt el a norvég földcsuszamlásban;Fődi Kitti;katasztrófa
Bezár egy svájci síparadicsom, mert nincs fondü elvitelre;Fődi Kitti;étel
Több száz halott madár hever Róma utcáin a tűzijátékozás miatt;Fődi Kitti;ÁLLAT
Megszúrta a buszsofőrt, mert az le akarta szállíttatni a buszról;Fődi Kitti;bűnügy
A jászkeszeg lett az év hala;Fődi Kitti;ÁLLAT
Egyidőben született az év első fővárosi és a vidéki újszülöttje;Fődi Kitti;gyerek
Száz embert kellett detoxikálóba vinni szilveszterkor;Fődi Kitti;ünnep
Január elsejével megszűnik a tamponadó az Egyesült Királyságban;Fődi Kitti;Külföld
Szlovákia már az új év első napján szigorít;Fődi Kitti;járvány
A kijárási tilalom megszegése és tűzijátékozás miatt többször is intézkedtek a rendőrök szilveszter éjszaka;Fődi Kitti;belföld
Egy jelentés szerint az etióp biztonsági erők lelkén szárad több civil megölése is az országban tomboló etnikai zavargásokban;Fődi Kitti;Külföld
Mélyebbre juthattak az orosz hackerek a Microsoft rendszerében, mint gondolták;Fődi Kitti;Külföld
Evakuálják Saint Vincent lakosságát, mert kitörni készül a La Sourfiére vulkán;Fődi Kitti;katasztrófa
Megváltoztatták az ausztrál nemzeti himnusz szövegét;Fődi Kitti;Külföld
A mexikói hatóságok közel 500 százalékkal több fentanilt foglaltak le 2020-ban, mint 2019-ben;Fődi Kitti;drog
Meghalt MF Doom;Fődi Kitti;ZENE
A Pfizer/BioNTech vakcinája elsőként kapta meg a WHO jóváhagyását;Fődi Kitti;járvány
Brexit: éjféllel véget ért az átmeneti időszak;Fődi Kitti;Külföld
Európában sehol nem lesz nagy buli Szilveszterkor;Fődi Kitti;járvány
Ilyen karácsonykor a világjárvány közepén keresztülutazni Európát egy pizzával;Fődi Kitti;Karácsony
A Normális emberek egy klisés tinisorozat is lehetett volna, de nagyon nem az lett;Fődi Kitti;Sorozat
Megölték az ENSZ három békefenntartóját a Közép-afrikai Köztársaságban;Fődi Kitti;Külföld
Meghalt az egyik legnagyobb hidegháborús szovjet kém;Fődi Kitti;Történelem
Íme a hód, aminek több mint 700 ezer követője van a Tiktokon;Fődi Kitti;ÁLLAT
Négy robbantásos merénylet volt Kabulban;Fődi Kitti;Külföld
Egy Napóleon-mániás orosz történész lelőtte, majd feldarabolta társszerzőjét;Fődi Kitti;bűnügy
Megharagudott a munkásszálló tulajdonosára, felgyújtotta az egész épületet;Fődi Kitti;bűnügy
Evakuálni kellett az Antarktiszról egy ausztrál expedícióst;Fődi Kitti;antarktisz
Már szombaton elkezdik beoltani a magyar egészségügyi dolgozókat;Fődi Kitti;járvány
A finnek azzal csábítják az informatikusokat, hogy 90 napig kipróbálhatják, milyen finnek lenni;Fődi Kitti;Külföld
Lövöldözés volt Berlinben szombat reggel;Fődi Kitti;Külföld
Motorhiba miatt kényszerleszállást hajtott végre egy Boeing 737 Max;Fődi Kitti;közlekedés
Franciaországban és Japánban is megjelent a koronavírus-mutáció;Fődi Kitti;járvány
Megérkezett az első vakcinaszállítmány Magyarországra;Fődi Kitti;járvány
Többen meghaltak hajóbalesetben egy ugandai tavon;Fődi Kitti;baleset
Tüdőgyulladással kórházba került a montenegrói elnök;Fődi Kitti;Külföld
Felrobbant egy parkoló lakóautó Nashville-ben, hárman megsérültek;Fődi Kitti;Külföld
Lukasenka nem fogja beoltatni magát a vakcinával;Fődi Kitti;Külföld
Kéthetes karanténnal, otthonmaradással és alapvető óvintézkedésekkel készülnek a magyarok a karácsonyra;Fődi Kitti;ünnep
„Nincs az az isten, aki megmondhatja egy embernek, hogy ki számít családnak”;Halász Júlia;video
A Brexit miatt elszállt tandíjak és a pandémia se tarthatja vissza a magyar fiatalokat a külföldi továbbtanulástól;Halász Júlia;OKTATÁS
Nehezebb a gyógyulás a koronavírusból, ha dönteni kell, vacsorát eszünk vagy vitaminokat;Halász Júlia;video
Hét koreai szépfiúért rajongani sem cikibb, mint egy focicsapatért;Sarkadi Zsolt;KULTÚRA
A vadonban éjszakázni is para, de a legváratlanabb, ha végre valaki arra kiváncsi, hogy érzed magad;Halász Júlia;video
"""Mit kell tennünk nekünk nőknek, együtt? Elvenni a hatalom ránk eső részét, tehát a felét!""";Halász Júlia;POLITIKA
Az egyetemfoglalás 63. napja: tárgyalásra hívták Palkovicsot az SZFE polgárai;Halász Júlia;POLITIKA
Jobb, ha észben tartják az urak: itt vagyunk, kiállunk a lengyel nőtársainkért, és itt leszünk az utcán, amikor a mi életünket fenyegetik majd;Halász Júlia;video
Nem akarnak ők lenni a klímaváltozás első hazai áldozatai, ezért a támogatásokról is készek lemondani;Czinkóczi Sándor;videó
Hadházy szerint a krumpli helyett a játékszabályokkal kéne foglalkozni;akiraly;politika
21 év fegyházat kapott felesége megöléséért a darnózseli hentes;Halász Júlia;bűnügy
Újra elnapolták a darnózseli hentes ügyét;Halász Júlia;bűnügy
Fekete-Győr: Többször volt már itt láncszavazás vagy buszoztatás, de az én jelenlétem elrettentő hatású lehet;Sarkadi Zsolt;POLITIKA
Itt dől el a fideszes kétharmad sorsa;Sarkadi Zsolt;video
Szabadstrand is lehetett volna, de inkább privát kikötőt csinálnak belőle;Halász Júlia;Balaton
Ahhoz, hogy ezt az egész COVID-ot átlásd, már nem elég, ha százas vagy;Sarkadi Zsolt;video
Hogyan lehet nyálcsorgatással és virágkoszorú-fonással egészségesebb társadalmat építeni?;Halász Júlia;ÉLET
Tiltakozó diákok sorfala fogadta Ádert a MOME-n;Halász Júlia;POLITIKA
Versfelolvasással tüntettek az SZFE előtt;Herczeg Márk;irodalom
„A fejünk fölött lövöldöznek, de a golyók minket találnak el”;Halász Júlia;video
Fehér ruhás nők, virággal a kezükben tüntettek a fehérorosz nagykövetség előtt;Halász Júlia;POLITIKA
„Ez a kender. Normális kender, nincs marihuana!”;Halász Júlia;video
Mészáros Lőrincék félmilliárdért vettek medencés nyaralónak látszó gyümölcsöst Tihanyban;Halász Júlia;Balaton
„Az emberek már azért is hátrányba kerülhetnek, mert szóba állnak velem”;Halász Júlia;POLITIKA
Attól félnek, egyszer beszalad a ház oldalán egy kamion;Halász Júlia;közlekedés
„Miért jöttem ki? Otthon megfulladnék!”;plankog;video
Beveszik Tihanyt, ha kell, elhordják a fél hegyet;Halász Júlia;Balaton
A megmaradt utasokat is elriasztja a vonatozástól az átgondolatlan vidéki járatritkítás;Halász Júlia;közlekedés
Kedves Semjen Zsolt! Egy betűt nem engedünk a nevünkből!;Halász Júlia;jog
Zavartalanul skandáltak a cigánybűnözésről a Deák téren;Halász Júlia;video
„Lenyűgöző újra szabadnak lenni”;Halász Júlia;video
Azért már nem kell külön szólnia a hatalomnak, hogy a véleményedért elvigyenek a rendőrök;erdelyip;videó
Az igazság nem rémhírterjesztés;Halász Júlia;video
„Elmondtam a rendőröknek is, hogy engem valószínűleg bekussoltatnak”;erdelyip;bűnügy
Az nem lehet, hogy kisnyugdíjasok tartanak el Baranya, Szabolcs, Borsod megyei rászoruló családokat;Halász Júlia;video
Hajdu Szabolcs: Nem az számít, hogy mit szólnak hozzá külföldön, én Magyarországon élek;Halász Júlia;interjú
“18 éves vagyok és nem tudnék olyan világszintű dolgot mondani, ami ennyire érintett volna”;Halász Júlia;OKTATÁS
„A mi generációnknak ez az első igaz krízis, amivel szembe kell néznie”;Halász Júlia;ÉLET
"""Amikor hallottam az új törvényről, én majdnem elsírtam magam""";Halász Júlia;jog
Fiatal művészek offline megoldása a nyomasztó hírek kikapcsolására;Halász Júlia;élet
Egy hét karantén után az ember kicsit meghülyül otthon;Halász Júlia;video
Végtelen vasárnappá változtatta Budapestet a járvány;Halász Júlia;ÉLET
Már itt van a vírus? Akkor jó, hogy ma elutazunk!;Halász Júlia;járvány
"""A nemzeti oldal él, és nem lehet eltaposni""";Halász Júlia;videó
Egy kis józan ésszel megelőzhetőek a háztartási balesetek;Szily László;életmód
Egy civilszervezet szeretné kipróbálni, ha politikusok helyett véletlenszerűen kiválasztott emberek döntenének Budapest jövőjéről;Halász Júlia;demokrácia
Az új OBH elnök a 444-nek: 1996 óta vagyok bíró, semmiféle politikai befolyást én nem észleltem;erdelyip;igazságszolgáltatás
Bárcsak ne lenne telefon, de ha már van, addig TikTokozom, amíg lehet;Halász Júlia;video
100 éves gifek munkáról, szerelemről, családról;Tbg;történelem
A mosható betétből sosem jön ki teljesen a vér, de nem is ez a lényeg;Halász Júlia;video
Nem akarták tétlenül nézni a klímaváltozást, és ültettek egy erdőt;Czinkóczi Sándor;videó
„Kérem a nevem” - skandálták transzneműek Budapest utcáin;Halász Júlia;LMBTQ
Háborús övezetté vált egy hongkongi egyetem, egy magyar diák a kollégiumi ablakából követi az eseményeket;Halász Júlia;Külföld
Egyetlen fát sem vághatunk ki! - tüntettek a Normafánál;Magyari Péter;környezetvédelem
„Irigy voltam a berliniek boldogságára, mert 1989 nekünk a katasztrófa előestéje volt”;Botos Tamás;video
Egyre több külföldi politikus másolná le, amit Orbán Viktor a magyar médiában létrehozott;erdelyip;Média
Judit évekig rettegett hentes férjétől, de hiába kért segítséget, feldarabolva végezte egy mezőn;Halász Júlia;videó
Az ellenzéki összefogás messiását másfél év alatt sem törte meg a Fidesz gyűlöletkampánya;Sarkadi Zsolt;video
Újkori feudalizmus: országszerte étellel és adományokkal tömik a választóikat a politikusok;erdelyip;POLITIKA
Választási csalásról szóló eszmefuttatást adott elő a Gyömrőt vezető csoport elnöke a helyi fideszeseknek egy hangfelvételen;Sarkadi Zsolt;POLITIKA
Jaj, ez a szegény fiú megerőszakolt egy magatehetetlen lányt :(;Halász Júlia;FILM
Ha adnak, akkor miért ne fogadjam el?;Halász Júlia;video
A legújabb magyar mensibugyi: olyan érzés, mintha nem is menstruálnál;Halász Júlia;video
Olyan szennyezett a levegő a Duna-parton, mint csúcsforgalomban a Blahán;Halász Júlia;környezetvédelem
Itt az ideje újra megtanulnunk együtt élni a farkasokkal;Czinkóczi Sándor;videó
„Én nem vagyok LMBTQ, csak egyszerű buzi vagyok”;plankog;video
A tiltakozással se értünk el sokat, de legalább tükörbe tudunk nézni;Halász Júlia;videó
Ha összeomlik a világrend, én biztos nem fogok elpusztulni;Halász Júlia;video
A jogállam utolsó védvonalairól szól a bíróságokért folytatott csata;Botos Tamás;videó
Ma este új videó a bíróságok függetlenségéről a 444-en;erdelyip;videó
Orbán megnyerte a pálinka-szabadságharcot, épp csak a magyar pálinkát kellett föláldoznia;Sarkadi Zsolt;videó
Nikola Gruevszki volt macedón miniszterelnök egyszer csak megjelent a 444 szerkesztőségénél;Ács Dániel;444 video
Mi a NER-t akarjuk megdönteni;Sarkadi Zsolt;POLITIKA
Miért menjek el szavazni az európai parlamenti választáson?;erdelyip;videó
Hiába állnak védett területen az ország legöregebb fái, bármikor gond nélkül kivághatják őket;Czinkóczi Sándor;videó
Megdobbant a magyar Instagram szíve: itt van az 52 éves Andika és a szeretetkarika;Halász Júlia;video
Politikáról beszélgettek a piacon, ahol betiltották a politizálást;Halász Júlia;LÁZADÁS
Így működik Zuglóban a Fidesz és az MSZP háttéralkuja;Ács Dániel;video
Budapesten is lázadtak a kihalás ellen;Halász Júlia;video
A túlóratörvénnyel indult, végül az egész várost elvesztette a Fidesz;Halász Júlia;video
Darbukára cserélte a sitteszsákot és megalapította az ózdi roma gyerekek zenekarát;Halász Júlia;video
Pócs János: Böjtben nem nyilatkozom;Czinkóczi Sándor;videó
Előkerült egy videó, amin a fideszes Pócs János a kazánba zárja egy roma alkalmazottját;Czinkóczi Sándor;POLITIKA
7 órát voltak magánzárkában, mert kamudrogokra figyelmeztettek a bulinegyedben;Halász Júlia;Budapest
Az otthoni DNS teszt azt is megmondja rólad, amit nem is akarsz tudni magadról;erdelyip;videó
Vidéki roma, berlini színésznő és barátnőik készítik az ország első transz fanzineját;Halász Júlia;lmbtq
Hiába önt milliárdokat a fociba az állam, a tehetségek mégsem tudnak kitörni a cigánysorról;Czinkóczi Sándor;videó
Úgy versenyezzen a tudományos élet, hogy közben amputálják a lábait?;Halász Júlia;video
Antifasiszták várták a neonáci kirándulókat a Széll Kálmán téren;Halász Júlia;video
Szellőztetni itt lehetetlen - ha beköszönt a tél, a völgyet beteríti a szmog;Halász Júlia;egészség
A bajai lángososnak és két tanárnak is nekiment a névtelen kormánypárti trollblog;Sarkadi Zsolt;POLITIKA
„Nem lehet mindent megtenni a polgárokkal” – több ezren tüntettek Miskolcon;Halász Júlia;POLITIKA
Köztévé 2019: Amikor lejáratják a családodat, de neked kell elnézést kérni, hogy ezt számon kéred rajtuk;Tbg;média
Nem vagyok fotelforradalmár, nem vagyok nethuszár és billentyűzet-Toldi;Halász Júlia;video
Török Gucci-mackógatyát és rengeteg banános csokit vettünk a szabadkai piacon;Halász Júlia;DIVAT
A nyílt utcán kínálják a kokaint turistáknak a budapesti bulinegyedben;Tbg;bűnügy
Ha a szabályok igazodnak a kétharmadhoz, többé nincs szükség látszatra;Czinkóczi Sándor;videó
A könnygáz után jött a hó - a tüntetések harmadik napja képekben;Botos Tamás;Politika
Kósa stroboszkópozott, Rogán papírt lóbált, Áder kivonult - Tordai végigélőzte a parlamenti káoszt;Czinkóczi Sándor;videó
Azért jöttünk, mert nem akarunk rabszolgák lenni;Czinkóczi Sándor;videó
Orbán óriási nyomást helyezett a magyar hatóságra, hogy napokon belül engedélyezze a kínai vakcinát;haszanz;járvány
A koronavírus 111 újabb áldozatát jelentették reggel;haszanz;járvány
Az Erzsébet királynő által kitüntetett Szakmány professzor azonnal nyilvánosságra hozná a nem publikált magyar járványügyi statisztikákat;haszanz;járvány
Fellélegezhettek a covid-osztályokon, de hátradőlni nem lehet;haszanz;járvány
A karácsonyi előtti héten minden harmadik haláleset a covidhoz volt köthető;haszanz;járvány
95 újabb áldozata van a járványnak;haszanz;járvány
Az idei legkevesebb új fertőzöttet és a második legtöbb áldozatot is egy napon jelentették;haszanz;járvány
Mostantól 20 százalékkal több embert oltanak be a Pfizer-ampullából itthon is;haszanz;járvány
Koronavírus: 77 újabb áldozat;haszanz;járvány
A járvány 764 újabb áldozatáról számoltak be ezen a héten;haszanz;járvány
Koronavírus: 94 újabb halálesetet jelentettek;haszanz;járvány
Valahogy mégis felbukkant a háttérben Mészáros Lőrinc a diósgyőri foci új tulajdonosai mögött;haszanz;nb1
Koronavírus: 115 újabb áldozat;haszanz;járvány
Orbán Rogánnal kísértette ki a pécsi polgármestert;haszanz;politika
Ez a karácsonyi összejövetelek hatása lenne a járványra?;haszanz;járvány
Nem kell tovább keresni minden idők legnagyobb öngólkísérletét, itt van;haszanz;franciaország
Idősotthonokban is elkezdenek oltani csütörtökön;haszanz;járvány
Az EU-ban most engedélyezett Moderna-vakcinából 1,7 millió darabot foglalt be a kormány;haszanz;járvány
Leisztinger helyett Szijj László száll be a diósgyőri fociba;haszanz;diósgyőr
Furcsa magyar adatok és újabb engedélyezett vakcina;haszanz;járvány
December első két hetében 40 százalékkal többen haltak meg, mint az előző évek hasonló időszakában;haszanz;járvány
Ez a lista mutatja meg, mit jelent a 10 ezer halálos áldozat;haszanz;járvány
A második hullám csúcsán túl vagyunk, a harmadik elkerüléséhez gyorsan sok embert kellene beoltani;haszanz;járvány
Kevés teszttel kevés új fertőzöttet találtak;haszanz;járvány
Az Audi vezérigazgatója nem tartja helyesnek az autóipar további állami megsegítését;haszanz;gazdaság
Mindössze 861 autót gyújtottak fel Franciaországban szilveszterkor;haszanz;külföld
Magyar orvost is kitüntetett Erzsébet királynő;haszanz;járvány
Már minden ezredik magyar a koronavírus áldozata lett;haszanz;járvány
Hét újabb fertőzöttet találtak, kötelező lesz a maszkhasználat Sydney-ben;haszanz;külföld
130-an hunytak el koronavírusban az év utolsó napján;haszanz;járvány
Miután Karácsony Gergely arról posztolt, hogy mennyivel jobbak a fővárosi halálozási adatok a vidékieknél, az operatív törzs a napi jelentéséből inkább kihagyta az erre vonatkozó részt;haszanz;járvány
Továbbra sem tudni, mi van 94 milliárd forintnyi lélegeztetőgéppel;haszanz;járvány
Koronavírus: 137 újabb áldozatot jelentettek;haszanz;járvány
